facility_id,timestamp,electricity_kwh,water_liters,hvac_kwh,lighting_kwh,solar_generation_kwh,power_factor,temperature,humidity
FAC-003,2026-07-11 09:00:00,519.44,1423.3,249.09,121.66,70.65,0.87,25.0,38.5
FAC-003,2026-07-11 10:00:00,619.03,1415.6,309.35,123.95,97.37,0.94,27.5,57.5
FAC-003,2026-07-11 11:00:00,580.08,1252.5,312.67,134.53,131.95,0.93,28.1,47.0
FAC-003,2026-07-11 12:00:00,596.98,1509.9,293.92,134.96,129.78,0.95,27.4,45.3
FAC-003,2026-07-11 13:00:00,951.2,2121.0,513.52,174.28,145.14,0.93,28.5,42.3
FAC-003,2026-07-11 14:00:00,630.15,1563.2,280.61,128.0,126.71,0.93,27.6,55.3
FAC-003,2026-07-11 15:00:00,638.75,1656.4,288.83,128.9,90.36,0.95,26.9,55.7
FAC-003,2026-07-11 16:00:00,579.92,1188.5,322.64,133.51,76.96,0.94,23.7,49.2
FAC-003,2026-07-11 17:00:00,539.74,1346.5,248.65,107.91,34.41,0.94,24.7,46.7
FAC-003,2026-07-11 18:00:00,573.64,1422.5,314.5,104.26,0.0,0.94,23.4,58.6
FAC-003,2026-07-11 19:00:00,497.23,1088.9,275.7,105.46,0.0,0.97,19.7,57.0
FAC-003,2026-07-11 20:00:00,167.45,356.4,77.86,37.26,0.0,0.95,20.0,40.7
FAC-003,2026-07-11 21:00:00,172.37,365.9,89.28,36.22,0.0,0.97,16.8,44.0
FAC-003,2026-07-11 22:00:00,172.34,410.1,78.22,31.14,0.0,0.95,15.5,45.7
FAC-003,2026-07-11 23:00:00,186.2,509.4,100.9,33.64,0.0,0.94,15.5,46.8
FAC-003,2026-07-12 00:00:00,175.85,484.4,94.87,40.84,0.0,0.96,14.8,59.9
FAC-003,2026-07-12 01:00:00,185.77,505.0,89.7,40.56,0.0,0.93,15.2,54.8
FAC-003,2026-07-12 02:00:00,167.95,391.7,78.74,36.28,0.0,0.92,18.2,42.0
FAC-003,2026-07-12 03:00:00,182.26,436.3,84.0,36.15,0.0,0.95,18.7,47.0
FAC-003,2026-07-12 04:00:00,171.05,413.8,85.41,34.6,0.0,0.97,18.6,52.4
FAC-003,2026-07-12 05:00:00,183.62,388.5,82.5,41.79,0.0,0.98,20.1,36.4
FAC-003,2026-07-12 06:00:00,191.61,519.3,82.91,40.86,0.0,0.95,22.2,46.6
FAC-003,2026-07-12 07:00:00,166.13,364.1,84.61,40.61,0.0,0.95,22.9,57.1
FAC-003,2026-07-12 08:00:00,556.69,1449.1,279.96,125.88,36.43,0.93,24.7,56.3
FAC-003,2026-07-12 09:00:00,555.33,1447.5,280.1,105.01,77.06,0.97,27.6,57.0
FAC-003,2026-07-12 10:00:00,572.88,1295.2,292.37,126.19,98.28,0.95,27.0,41.6
FAC-003,2026-07-12 11:00:00,613.76,1585.8,269.32,126.3,130.78,0.94,26.5,59.0
FAC-003,2026-07-12 12:00:00,579.74,1515.3,281.98,118.92,132.73,0.98,27.8,38.7
FAC-003,2026-07-12 13:00:00,653.21,1425.9,286.35,151.13,132.73,0.96,27.6,55.0
FAC-003,2026-07-12 14:00:00,602.87,1437.9,315.96,116.4,127.06,0.95,27.8,35.8
FAC-003,2026-07-12 15:00:00,666.49,1658.1,288.18,145.41,105.34,0.97,26.8,55.5
FAC-003,2026-07-12 16:00:00,601.16,1344.2,295.38,138.37,77.6,0.94,25.2,39.5
FAC-003,2026-07-12 17:00:00,630.8,1684.8,338.77,146.47,35.17,0.96,23.0,36.6
FAC-003,2026-07-12 18:00:00,533.41,1428.8,278.96,131.75,0.0,0.95,23.0,52.8
FAC-003,2026-07-12 19:00:00,530.47,1391.4,276.41,104.88,0.0,0.99,21.1,53.4
FAC-003,2026-07-12 20:00:00,181.36,378.0,98.77,38.34,0.0,0.98,20.0,38.5
FAC-003,2026-07-12 21:00:00,192.51,506.8,86.48,45.56,0.0,0.97,18.3,57.2
FAC-003,2026-07-12 22:00:00,177.51,476.1,86.55,32.97,0.0,0.98,17.1,53.8
FAC-003,2026-07-12 23:00:00,184.82,487.6,95.08,44.93,0.0,0.99,17.3,36.6
FAC-003,2026-07-13 00:00:00,223.78,565.7,107.29,41.17,0.0,0.94,16.5,57.8
FAC-003,2026-07-13 01:00:00,218.26,503.8,104.85,42.95,0.0,0.93,16.4,38.2
FAC-003,2026-07-13 02:00:00,221.66,603.9,110.67,40.45,0.0,0.82,17.0,38.4
FAC-003,2026-07-13 03:00:00,215.76,488.8,110.24,40.53,0.0,0.95,17.8,37.1
FAC-003,2026-07-13 04:00:00,220.7,517.6,102.01,41.2,0.0,0.98,19.9,56.8
FAC-003,2026-07-13 05:00:00,229.27,497.7,116.72,47.13,0.0,0.97,20.3,53.1
FAC-003,2026-07-13 06:00:00,217.6,501.4,105.17,46.85,0.0,0.97,23.1,40.7
FAC-003,2026-07-13 07:00:00,214.42,445.6,100.82,49.5,0.0,0.95,23.0,50.7
FAC-003,2026-07-13 08:00:00,539.45,1224.4,294.88,113.44,34.84,0.95,23.5,42.9
FAC-003,2026-07-13 09:00:00,568.95,1440.1,298.77,134.74,76.19,0.95,26.4,40.1
FAC-003,2026-07-13 10:00:00,602.99,1612.8,331.77,116.08,91.68,0.98,26.8,51.5
FAC-003,2026-07-13 11:00:00,647.54,1454.4,287.5,118.28,113.56,0.93,28.6,39.1
FAC-003,2026-07-13 12:00:00,615.87,1511.2,318.51,120.57,124.45,0.96,28.8,51.8
FAC-003,2026-07-13 13:00:00,678.7,1406.2,346.77,169.21,140.5,0.94,28.5,48.8
FAC-003,2026-07-13 14:00:00,616.56,1563.5,279.86,113.31,122.85,0.94,25.9,37.5
FAC-003,2026-07-13 15:00:00,615.88,1332.7,318.58,146.72,107.98,0.95,27.1,54.6
FAC-003,2026-07-13 16:00:00,580.65,1228.3,294.22,134.64,69.17,0.97,24.0,38.7
FAC-003,2026-07-13 17:00:00,593.55,1335.0,282.88,107.7,34.29,0.97,23.7,38.0
FAC-003,2026-07-13 18:00:00,524.76,1384.5,230.23,119.12,0.0,0.93,21.4,54.1
FAC-003,2026-07-13 19:00:00,512.38,1391.8,240.41,95.11,0.0,0.96,20.9,47.9
FAC-003,2026-07-13 20:00:00,225.02,561.0,101.3,47.03,0.0,0.97,19.5,38.7
FAC-003,2026-07-13 21:00:00,203.91,454.8,106.75,50.3,0.0,0.93,18.8,48.8
FAC-003,2026-07-13 22:00:00,236.69,639.9,127.27,44.78,0.0,0.95,16.7,55.9
FAC-003,2026-07-13 23:00:00,204.49,526.9,113.39,38.92,0.0,0.96,15.2,56.8
FAC-003,2026-07-14 00:00:00,225.44,537.7,111.71,52.06,0.0,0.94,17.1,46.7
FAC-003,2026-07-14 01:00:00,235.3,649.2,125.55,43.27,0.0,0.97,15.4,52.3
FAC-003,2026-07-14 02:00:00,210.81,520.8,97.69,42.48,0.0,0.93,17.3,54.5
FAC-003,2026-07-14 03:00:00,215.21,587.8,104.63,44.59,0.0,0.97,17.4,48.6
FAC-003,2026-07-14 04:00:00,218.88,526.1,117.17,51.16,0.0,0.98,19.8,58.9
FAC-003,2026-07-14 05:00:00,211.82,573.4,115.56,49.58,0.0,0.92,19.4,47.6
FAC-003,2026-07-14 06:00:00,206.91,475.6,89.3,46.37,0.0,0.93,21.0,58.5
FAC-003,2026-07-14 07:00:00,214.16,535.0,115.47,48.26,0.0,0.99,25.0,55.8
FAC-003,2026-07-14 08:00:00,533.51,1457.7,274.41,98.21,35.25,0.96,25.8,48.1
FAC-003,2026-07-14 09:00:00,833.37,1974.7,437.68,205.81,67.73,0.93,25.9,43.8
FAC-003,2026-07-14 10:00:00,538.98,1328.3,287.67,118.58,110.8,0.92,28.3,56.0
FAC-003,2026-07-14 11:00:00,622.22,1710.1,307.16,154.12,132.44,0.98,26.9,55.8
FAC-003,2026-07-14 12:00:00,675.74,1712.6,340.75,125.66,134.35,0.94,28.3,44.4
FAC-003,2026-07-14 13:00:00,601.28,1558.1,332.09,139.82,117.82,0.84,28.1,46.3
FAC-003,2026-07-14 14:00:00,631.16,1613.7,284.02,156.75,114.41,0.93,27.0,39.8
FAC-003,2026-07-14 15:00:00,594.64,1586.0,298.91,134.66,91.26,0.93,26.7,46.7
FAC-003,2026-07-14 16:00:00,574.36,1326.4,307.14,128.19,66.39,0.98,23.8,44.3
FAC-003,2026-07-14 17:00:00,586.51,1578.8,316.5,123.48,36.94,0.96,22.8,50.2
FAC-003,2026-07-14 18:00:00,544.67,1321.9,304.36,131.66,0.0,0.95,21.4,54.3
FAC-003,2026-07-14 19:00:00,551.8,1382.7,247.88,118.96,0.0,0.96,21.9,37.9
FAC-003,2026-07-14 20:00:00,206.99,531.5,107.34,42.66,0.0,0.95,19.8,48.7
FAC-003,2026-07-14 21:00:00,205.51,487.6,99.34,44.84,0.0,0.98,18.7,44.4
FAC-003,2026-07-14 22:00:00,216.31,452.3,99.55,44.13,0.0,0.94,18.2,42.8
FAC-003,2026-07-14 23:00:00,210.46,531.2,95.72,45.53,0.0,0.92,16.1,43.3
FAC-003,2026-07-15 00:00:00,220.39,496.1,99.36,53.47,0.0,0.97,17.4,47.5
FAC-003,2026-07-15 01:00:00,214.19,504.4,110.99,45.5,0.0,0.98,17.4,56.3
FAC-003,2026-07-15 02:00:00,219.66,465.7,104.79,54.83,0.0,0.96,18.1,54.5
FAC-003,2026-07-15 03:00:00,206.51,552.3,98.83,39.18,0.0,0.97,18.2,47.7
FAC-003,2026-07-15 04:00:00,214.01,461.3,95.83,49.38,0.0,0.97,18.9,38.4
FAC-003,2026-07-15 05:00:00,213.67,563.4,111.33,40.16,0.0,0.97,21.1,51.7
FAC-003,2026-07-15 06:00:00,209.05,481.5,94.17,41.09,0.0,0.98,23.3,36.5
FAC-003,2026-07-15 07:00:00,329.16,823.8,153.49,71.85,0.0,0.94,24.6,39.3
FAC-003,2026-07-15 08:00:00,522.55,1218.0,287.39,101.66,38.3,0.97,25.0,57.8
FAC-003,2026-07-15 09:00:00,529.0,1264.5,269.29,118.33,70.98,0.99,25.1,40.3
FAC-003,2026-07-15 10:00:00,606.07,1548.0,332.71,121.98,105.63,0.94,27.6,47.0
FAC-003,2026-07-15 11:00:00,643.21,1488.8,347.71,151.95,120.68,0.98,27.0,47.7
FAC-003,2026-07-15 12:00:00,648.45,1685.6,307.15,128.55,144.3,0.98,29.0,54.0
FAC-003,2026-07-15 13:00:00,685.91,1660.2,312.03,168.76,128.91,0.93,28.1,59.9
FAC-003,2026-07-15 14:00:00,686.45,1821.4,326.26,171.19,119.85,0.94,28.6,58.7
FAC-003,2026-07-15 15:00:00,659.14,1388.1,298.55,151.94,103.01,0.93,26.9,38.5
FAC-003,2026-07-15 16:00:00,596.72,1438.8,299.29,136.92,74.7,0.95,26.1,43.3
FAC-003,2026-07-15 17:00:00,607.65,1546.7,289.71,145.4,36.11,0.92,23.1,55.4
FAC-003,2026-07-15 18:00:00,550.34,1444.1,295.66,126.02,0.0,0.93,22.1,35.4
FAC-003,2026-07-15 19:00:00,555.09,1524.8,305.51,130.96,0.0,0.84,19.0,37.4
FAC-003,2026-07-15 20:00:00,220.13,546.7,118.91,52.91,0.0,0.98,20.2,46.4
FAC-003,2026-07-15 21:00:00,234.66,534.3,112.74,50.51,0.0,0.97,16.3,57.5
FAC-003,2026-07-15 22:00:00,312.07,761.0,202.85,57.28,0.0,0.94,17.6,40.4
FAC-003,2026-07-15 23:00:00,212.08,435.3,107.37,47.97,0.0,0.94,15.7,57.1
FAC-003,2026-07-16 00:00:00,224.43,594.2,106.37,51.41,0.0,0.96,16.7,49.3
FAC-003,2026-07-16 01:00:00,228.65,598.9,104.47,53.63,0.0,0.98,15.3,37.5
FAC-003,2026-07-16 02:00:00,233.6,633.8,120.21,44.41,0.0,0.99,17.1,54.4
FAC-003,2026-07-16 03:00:00,236.47,600.2,105.21,52.18,0.0,0.98,19.2,47.8
FAC-003,2026-07-16 04:00:00,217.44,571.7,105.44,43.0,0.0,0.99,17.7,55.4
FAC-003,2026-07-16 05:00:00,236.18,565.5,109.3,43.69,0.0,0.93,19.3,40.6
FAC-003,2026-07-16 06:00:00,235.98,634.1,110.02,49.81,0.0,0.97,22.6,55.7
FAC-003,2026-07-16 07:00:00,225.02,601.6,122.79,48.94,0.0,0.96,22.2,44.9
FAC-003,2026-07-16 08:00:00,499.17,1220.9,275.74,123.18,40.48,0.97,25.8,50.8
FAC-003,2026-07-16 09:00:00,570.26,1348.7,317.53,104.94,66.44,0.95,25.2,59.4
FAC-003,2026-07-16 10:00:00,578.23,1241.9,269.29,127.53,91.17,0.97,26.4,54.8
FAC-003,2026-07-16 11:00:00,604.58,1272.6,261.78,123.5,126.05,0.98,26.6,59.8
FAC-003,2026-07-16 12:00:00,587.29,1338.5,252.92,122.51,135.24,0.98,27.6,53.4
FAC-003,2026-07-16 13:00:00,597.19,1451.4,280.56,126.86,131.59,0.94,28.2,49.4
FAC-003,2026-07-16 14:00:00,636.42,1518.5,303.13,136.43,131.73,0.92,28.2,54.5
FAC-003,2026-07-16 15:00:00,603.97,1512.2,296.22,132.55,111.09,0.97,25.8,55.3
FAC-003,2026-07-16 16:00:00,659.03,1366.6,322.55,121.76,74.67,0.94,25.7,47.4
FAC-003,2026-07-16 17:00:00,863.93,1898.6,561.55,185.72,39.12,0.97,24.8,35.8
FAC-003,2026-07-16 18:00:00,569.68,1341.0,252.01,118.92,0.0,0.99,22.7,49.5
FAC-003,2026-07-16 19:00:00,559.17,1419.0,249.87,135.72,0.0,0.94,20.2,55.4
FAC-003,2026-07-16 20:00:00,232.35,582.7,119.14,44.12,0.0,0.93,18.0,35.6
FAC-003,2026-07-16 21:00:00,221.28,490.9,109.0,47.6,0.0,0.97,17.3,57.0
FAC-003,2026-07-16 22:00:00,227.5,605.8,106.03,40.96,0.0,0.98,16.4,51.5
FAC-003,2026-07-16 23:00:00,232.68,491.0,104.3,48.89,0.0,0.87,16.3,56.2
FAC-003,2026-07-17 00:00:00,210.41,550.9,97.57,43.57,0.0,0.95,14.7,37.0
FAC-003,2026-07-17 01:00:00,218.06,466.1,114.35,49.67,0.0,0.93,16.9,44.5
FAC-003,2026-07-17 02:00:00,202.83,447.4,94.81,36.64,0.0,0.95,15.6,57.4
FAC-003,2026-07-17 03:00:00,235.29,514.7,111.75,53.5,0.0,0.96,16.3,58.3
FAC-003,2026-07-17 04:00:00,235.03,547.3,111.26,47.7,0.0,0.97,20.3,35.6
FAC-003,2026-07-17 05:00:00,214.03,514.5,97.05,46.17,0.0,0.93,20.2,45.2
FAC-003,2026-07-17 06:00:00,207.63,564.6,89.4,51.47,0.0,0.95,22.5,36.7
FAC-003,2026-07-17 07:00:00,234.65,554.4,120.12,56.09,0.0,0.92,22.3,39.7
FAC-003,2026-07-17 08:00:00,488.23,1160.4,220.52,103.12,36.21,0.95,26.3,37.7
FAC-003,2026-07-17 09:00:00,585.07,1542.7,290.1,136.7,67.6,0.98,25.1,57.4
FAC-003,2026-07-17 10:00:00,608.35,1338.4,264.5,143.53,92.85,0.96,27.7,50.2
FAC-003,2026-07-17 11:00:00,625.93,1431.0,344.33,119.73,123.45,0.95,27.4,35.7
FAC-003,2026-07-17 12:00:00,641.72,1484.7,317.71,132.75,132.74,0.95,27.3,39.5
FAC-003,2026-07-17 13:00:00,673.81,1849.9,303.13,122.83,124.63,0.98,29.1,46.1
FAC-003,2026-07-17 14:00:00,617.96,1539.3,285.03,138.83,117.88,0.94,26.5,36.3
FAC-003,2026-07-17 15:00:00,667.73,1630.9,371.39,153.68,104.38,0.93,25.6,57.3
FAC-003,2026-07-17 16:00:00,652.01,1456.4,324.68,150.02,66.01,0.99,24.4,39.9
FAC-003,2026-07-17 17:00:00,559.92,1191.6,287.52,118.63,37.89,0.98,22.1,44.6
FAC-003,2026-07-17 18:00:00,579.69,1373.0,304.83,140.95,0.0,0.93,22.1,36.3
FAC-003,2026-07-17 19:00:00,523.6,1408.7,281.57,104.21,0.0,0.99,21.3,55.3
FAC-003,2026-07-17 20:00:00,209.09,574.9,108.31,48.07,0.0,0.96,19.6,59.5
FAC-003,2026-07-17 21:00:00,213.88,439.7,107.04,41.05,0.0,0.94,16.4,45.7
FAC-003,2026-07-17 22:00:00,235.95,642.8,131.69,49.44,0.0,0.92,17.2,41.2
FAC-003,2026-07-17 23:00:00,206.96,515.5,112.44,42.44,0.0,0.93,17.7,53.8
FAC-003,2026-07-18 00:00:00,174.12,417.2,78.6,37.47,0.0,0.93,15.6,39.7
FAC-003,2026-07-18 01:00:00,181.83,439.7,95.36,38.86,0.0,0.93,17.5,52.1
FAC-003,2026-07-18 02:00:00,262.55,697.7,170.66,65.57,0.0,0.92,17.1,55.0
FAC-003,2026-07-18 03:00:00,174.81,401.6,85.7,33.26,0.0,0.83,16.6,45.1
FAC-003,2026-07-18 04:00:00,170.59,456.3,76.58,41.63,0.0,0.92,19.5,54.2
FAC-003,2026-07-18 05:00:00,194.15,451.5,84.59,38.13,0.0,0.95,20.6,36.1
FAC-003,2026-07-18 06:00:00,177.59,443.6,98.65,39.41,0.0,0.97,22.4,40.9
FAC-003,2026-07-18 07:00:00,186.69,492.3,98.28,46.63,0.0,0.99,23.5,49.5
FAC-003,2026-07-18 08:00:00,548.24,1220.8,290.08,126.35,41.39,0.97,24.4,39.0
FAC-003,2026-07-18 09:00:00,562.27,1283.7,302.07,122.67,67.67,0.95,24.8,59.6
FAC-003,2026-07-18 10:00:00,631.31,1299.8,310.58,156.23,98.31,0.94,25.7,48.6
FAC-003,2026-07-18 11:00:00,589.82,1586.3,260.38,141.66,123.3,0.97,27.8,51.0
FAC-003,2026-07-18 12:00:00,627.57,1635.6,338.87,141.28,140.0,0.93,27.1,49.6
FAC-003,2026-07-18 13:00:00,689.6,1604.6,299.27,128.53,119.92,0.98,28.5,57.4
FAC-003,2026-07-18 14:00:00,596.69,1517.4,261.09,143.0,126.85,0.94,28.6,36.6
FAC-003,2026-07-18 15:00:00,609.99,1561.5,265.39,141.51,96.94,0.97,27.1,49.5
FAC-003,2026-07-18 16:00:00,633.57,1541.4,320.96,114.61,77.99,0.98,24.8,47.7
FAC-003,2026-07-18 17:00:00,580.15,1438.4,316.98,136.43,34.52,0.99,24.4,54.2
FAC-003,2026-07-18 18:00:00,542.45,1385.0,284.31,116.63,0.0,0.97,20.9,42.3
FAC-003,2026-07-18 19:00:00,506.87,1220.0,255.41,93.13,0.0,0.95,20.2,42.1
FAC-003,2026-07-18 20:00:00,170.92,415.0,88.64,41.83,0.0,0.98,19.0,46.4
FAC-003,2026-07-18 21:00:00,258.63,543.6,168.11,63.54,0.0,0.94,17.6,54.4
FAC-003,2026-07-18 22:00:00,166.38,401.0,86.9,40.25,0.0,0.96,16.0,40.9
FAC-003,2026-07-18 23:00:00,192.33,429.2,95.75,37.21,0.0,0.95,16.0,44.8
FAC-003,2026-07-19 00:00:00,172.56,383.2,75.97,31.36,0.0,0.93,16.8,52.9
FAC-003,2026-07-19 01:00:00,190.15,442.6,88.74,46.01,0.0,0.95,15.0,59.4
FAC-003,2026-07-19 02:00:00,175.42,377.1,82.71,32.49,0.0,0.92,17.9,43.5
FAC-003,2026-07-19 03:00:00,184.2,412.8,103.07,36.15,0.0,0.99,17.8,41.0
FAC-003,2026-07-19 04:00:00,193.87,451.8,103.9,39.17,0.0,0.94,20.2,45.5
FAC-003,2026-07-19 05:00:00,170.37,394.8,82.89,38.2,0.0,0.87,21.6,59.2
FAC-003,2026-07-19 06:00:00,181.41,447.1,84.36,45.34,0.0,0.97,23.0,35.2
FAC-003,2026-07-19 07:00:00,184.77,425.0,100.95,42.12,0.0,0.97,23.9,42.3
FAC-003,2026-07-19 08:00:00,524.32,1399.8,279.34,102.24,36.24,0.92,24.9,53.8
FAC-003,2026-07-19 09:00:00,528.91,1152.5,291.11,116.37,65.92,0.99,26.6,45.5
FAC-003,2026-07-19 10:00:00,608.76,1436.8,309.01,110.03,108.55,0.99,27.8,36.7
FAC-003,2026-07-19 11:00:00,594.86,1293.1,282.96,112.02,111.99,0.94,27.4,53.1
FAC-003,2026-07-19 12:00:00,638.33,1511.2,314.47,158.6,141.24,0.97,28.2,36.9
FAC-003,2026-07-19 13:00:00,610.76,1472.6,319.71,130.89,138.6,0.93,28.8,57.6
FAC-003,2026-07-19 14:00:00,664.7,1389.9,350.81,126.89,112.43,0.94,28.7,45.8
FAC-003,2026-07-19 15:00:00,648.62,1650.2,296.15,119.41,101.49,0.99,27.4,44.5
FAC-003,2026-07-19 16:00:00,620.29,1431.0,271.0,115.06,64.65,0.97,25.3,42.2
FAC-003,2026-07-19 17:00:00,612.8,1607.3,325.28,132.82,35.77,0.93,22.6,51.9
FAC-003,2026-07-19 18:00:00,567.32,1364.7,274.6,106.1,0.0,0.95,21.1,38.3
FAC-003,2026-07-19 19:00:00,497.3,1204.5,229.63,120.58,0.0,0.95,21.8,37.8
FAC-003,2026-07-19 20:00:00,182.42,435.5,81.91,36.63,0.0,0.97,19.1,52.1
FAC-003,2026-07-19 21:00:00,190.46,522.0,103.43,40.56,0.0,0.84,18.1,50.7
FAC-003,2026-07-19 22:00:00,169.2,450.9,76.51,40.55,0.0,0.97,17.1,40.1
FAC-003,2026-07-19 23:00:00,185.64,506.2,92.79,33.66,0.0,0.98,16.6,58.1
FAC-003,2026-07-20 00:00:00,220.11,581.4,107.7,45.94,0.0,0.95,14.7,36.1
FAC-003,2026-07-20 01:00:00,227.69,577.1,103.94,51.29,0.0,0.94,16.8,46.7
FAC-003,2026-07-20 02:00:00,224.19,520.6,124.9,47.05,0.0,0.95,17.0,43.2
FAC-003,2026-07-20 03:00:00,218.81,463.0,94.18,45.54,0.0,0.92,19.0,40.2
FAC-003,2026-07-20 04:00:00,212.18,474.0,104.85,44.68,0.0,0.97,17.7,54.2
FAC-003,2026-07-20 05:00:00,219.95,517.9,107.95,47.25,0.0,0.95,20.5,52.3
FAC-003,2026-07-20 06:00:00,215.69,523.3,104.34,44.47,0.0,0.95,22.6,57.5
FAC-003,2026-07-20 07:00:00,236.58,491.6,121.28,58.54,0.0,0.96,23.3,40.3
FAC-003,2026-07-20 08:00:00,532.38,1429.9,250.74,122.47,41.22,0.94,24.6,44.9
FAC-003,2026-07-20 09:00:00,577.02,1187.3,275.52,139.4,78.37,0.99,26.3,44.7
FAC-003,2026-07-20 10:00:00,568.47,1272.4,290.46,106.02,103.08,0.92,27.4,45.7
FAC-003,2026-07-20 11:00:00,649.12,1556.6,330.72,122.1,121.26,0.92,28.7,53.7
FAC-003,2026-07-20 12:00:00,665.63,1590.9,315.86,163.92,119.78,0.96,28.8,50.7
FAC-003,2026-07-20 13:00:00,942.29,2120.7,465.39,235.29,142.65,0.96,28.6,58.3
FAC-003,2026-07-20 14:00:00,670.01,1613.0,331.52,139.2,132.15,0.95,26.5,43.1
FAC-003,2026-07-20 15:00:00,647.13,1772.8,347.81,128.76,101.44,0.94,26.3,44.7
FAC-003,2026-07-20 16:00:00,648.66,1724.5,362.47,142.58,76.06,0.97,24.0,36.8
FAC-003,2026-07-20 17:00:00,821.75,1838.1,395.27,151.63,37.71,0.87,24.9,52.9
FAC-003,2026-07-20 18:00:00,592.23,1518.0,270.76,147.83,0.0,0.95,22.5,50.5
FAC-003,2026-07-20 19:00:00,485.25,1081.0,231.09,102.09,0.0,0.93,20.0,47.3
FAC-003,2026-07-20 20:00:00,235.72,510.2,124.81,54.49,0.0,0.96,20.4,53.7
FAC-003,2026-07-20 21:00:00,232.35,589.5,104.6,42.07,0.0,0.93,18.5,41.8
FAC-003,2026-07-20 22:00:00,234.69,496.8,110.57,45.81,0.0,0.93,15.6,45.8
FAC-003,2026-07-20 23:00:00,227.27,550.5,123.44,53.39,0.0,0.93,15.8,37.1
FAC-003,2026-07-21 00:00:00,214.31,576.4,98.23,51.65,0.0,0.94,16.2,53.3
FAC-003,2026-07-21 01:00:00,223.29,601.6,123.67,44.29,0.0,0.99,17.0,41.0
FAC-003,2026-07-21 02:00:00,230.47,604.9,106.51,53.03,0.0,0.95,15.6,49.4
FAC-003,2026-07-21 03:00:00,231.37,518.6,112.6,50.34,0.0,0.93,17.6,48.0
FAC-003,2026-07-21 04:00:00,223.66,616.7,113.79,42.26,0.0,0.97,18.7,47.6
FAC-003,2026-07-21 05:00:00,209.23,451.5,108.72,50.89,0.0,0.93,19.8,50.6
FAC-003,2026-07-21 06:00:00,213.73,569.7,114.55,46.7,0.0,0.97,20.6,41.1
FAC-003,2026-07-21 07:00:00,217.96,496.0,118.94,46.37,0.0,0.94,23.3,54.7
FAC-003,2026-07-21 08:00:00,557.34,1334.7,281.29,129.95,34.23,0.98,23.6,42.6
FAC-003,2026-07-21 09:00:00,524.77,1321.1,275.45,101.24,69.58,0.95,27.6,37.9
FAC-003,2026-07-21 10:00:00,559.64,1270.5,270.8,102.02,92.81,0.94,27.9,59.3
FAC-003,2026-07-21 11:00:00,585.45,1478.0,276.68,118.49,116.56,0.96,26.7,35.6
FAC-003,2026-07-21 12:00:00,589.64,1366.6,313.75,110.78,137.86,0.93,28.2,40.9
FAC-003,2026-07-21 13:00:00,592.3,1331.7,270.23,137.79,137.45,0.92,27.2,39.9
FAC-003,2026-07-21 14:00:00,680.71,1597.2,296.56,159.02,122.83,0.97,26.4,38.6
FAC-003,2026-07-21 15:00:00,646.16,1677.8,314.64,142.24,105.71,0.98,25.6,51.0
FAC-003,2026-07-21 16:00:00,619.93,1573.0,300.42,118.23,71.44,0.98,24.0,45.4
FAC-003,2026-07-21 17:00:00,576.72,1507.1,300.21,124.29,35.43,0.93,22.7,36.7
FAC-003,2026-07-21 18:00:00,553.77,1293.0,289.01,128.55,0.0,0.96,21.8,49.9
FAC-003,2026-07-21 19:00:00,494.45,1118.5,270.84,90.85,0.0,0.94,19.3,57.1
FAC-003,2026-07-21 20:00:00,225.35,594.5,110.33,55.28,0.0,0.95,19.2,49.7
FAC-003,2026-07-21 21:00:00,218.67,555.6,96.25,44.83,0.0,0.99,17.9,50.2
FAC-003,2026-07-21 22:00:00,226.87,572.0,99.64,45.36,0.0,0.94,17.8,42.8
FAC-003,2026-07-21 23:00:00,205.03,532.6,94.87,39.46,0.0,0.94,15.2,47.3
FAC-003,2026-07-22 00:00:00,225.35,496.8,114.51,55.15,0.0,0.95,14.7,36.4
FAC-003,2026-07-22 01:00:00,224.68,532.6,104.2,43.43,0.0,0.96,15.6,50.3
FAC-003,2026-07-22 02:00:00,226.15,505.7,120.26,46.51,0.0,0.95,16.7,56.2
FAC-003,2026-07-22 03:00:00,204.94,474.8,89.33,39.04,0.0,0.93,16.3,42.9
FAC-003,2026-07-22 04:00:00,235.19,644.4,121.6,57.35,0.0,0.95,18.1,40.6
FAC-003,2026-07-22 05:00:00,203.82,510.0,89.0,45.36,0.0,0.97,21.4,48.3
FAC-003,2026-07-22 06:00:00,230.46,535.1,127.65,42.45,0.0,0.95,23.1,42.1
FAC-003,2026-07-22 07:00:00,226.02,468.8,114.76,43.72,0.0,0.94,24.6,44.2
FAC-003,2026-07-22 08:00:00,514.96,1370.2,273.98,127.88,35.42,0.96,25.5,45.6
FAC-003,2026-07-22 09:00:00,515.71,1173.6,257.66,128.58,75.51,0.98,25.6,35.4
FAC-003,2026-07-22 10:00:00,620.19,1619.2,334.13,124.45,95.97,0.99,27.5,41.1
FAC-003,2026-07-22 11:00:00,584.65,1353.3,312.81,121.07,129.48,0.98,27.6,50.4
FAC-003,2026-07-22 12:00:00,674.27,1795.8,340.22,145.34,141.05,0.96,26.7,37.8
FAC-003,2026-07-22 13:00:00,623.86,1642.2,305.91,126.62,129.01,0.96,28.7,41.8
FAC-003,2026-07-22 14:00:00,622.01,1674.2,335.65,113.15,114.11,0.96,26.4,56.6
